instance_name,seed_55589,seed_97402,seed_89190,seed_25814,seed_16969,seed_31181,seed_1573,seed_64163,seed_32093,seed_62154,seed_61472,seed_90888,seed_93148,seed_60149,seed_54209,seed_7839,seed_27714,seed_17168,seed_62709,seed_26491
mt10c1,12.180748224258423,12.517838954925537,12.374802350997925,12.461813926696777,12.240750074386597,12.240254163742065,12.354290962219238,12.367797136306763,12.295771598815918,12.31328010559082,12.358796119689941,12.444313287734985,12.15772819519043,12.143222332000732,12.429806470870972,12.31377911567688,12.273260593414307,12.418801069259644,12.131722927093506,12.080200910568237
mt10cc,12.280674457550049,12.266165733337402,12.489280223846436,12.3062424659729,12.023094892501831,12.282668113708496,12.455273389816284,12.219655275344849,12.408259153366089,12.285729885101318,12.307740211486816,12.142128229141235,12.272727251052856,12.392255067825317,12.272727251052856,12.35874891281128,12.423762559890747,12.30673885345459,12.41625714302063,12.214649438858032
mt10x,12.2193124294281,12.158792972564697,12.370843172073364,11.907639980316162,11.97767186164856,12.218818664550781,12.263325691223145,12.144789457321167,12.040717601776123,12.309334993362427,12.070778608322144,12.114791631698608,11.922165393829346,12.221819877624512,12.311691284179688,12.275185108184814,12.347197771072388,12.126650094985962,12.499967336654663,12.194167613983154
mt10xx,12.377287149429321,12.320274353027344,11.910534143447876,12.104717016220093,12.25176477432251,12.372792959213257,12.345287561416626,11.902046203613281,12.140238761901855,12.313781499862671,12.316286087036133,12.485321521759033,12.15774655342102,12.275275230407715,12.192256927490234,12.251273393630981,12.341795206069946,12.185253858566284,12.384302616119385,12.38130497932434
mt10xxx,12.41869330406189,12.590455055236816,12.541435480117798,12.200131893157959,12.545437097549438,12.529433250427246,12.280654668807983,12.063550233840942,12.61895751953125,12.70452094078064,12.650462865829468,12.444894790649414,12.5264310836792,12.559943914413452,12.385635614395142,12.352123260498047,12.387637615203857,12.536887407302856,12.562396764755249,12.589904069900513
mt10xy,12.292819738388062,12.325834035873413,12.32383394241333,12.31883454322815,12.236305952072144,12.375845193862915,12.018239974975586,12.17729139328003,12.495864391326904,12.406346082687378,12.120271682739258,12.341333627700806,12.370329856872559,12.409837245941162,12.204283714294434,12.177775144577026,12.288808107376099,12.208284139633179,12.488842487335205,12.343820571899414
mt10xyz,12.41348671913147,12.426991701126099,12.354979276657104,12.266946792602539,12.58702564239502,12.486006021499634,12.060948133468628,12.416487693786621,12.531508684158325,12.661035060882568,12.254444599151611,12.276952981948853,12.448497533798218,12.328470230102539,12.503003358840942,12.493004322052002,12.439496278762817,12.370980739593506,12.261954307556152,12.37048625946045
setb4c9,19.693204164505005,19.64669680595398,19.667693614959717,19.40211796760559,19.58968448638916,19.620189666748047,19.45313549041748,19.498608589172363,19.522122144699097,19.40657639503479,19.58313274383545,19.395570039749146,19.405571699142456,19.21199345588684,19.522117614746094,19.518115758895874,19.37956929206848,19.0369815826416,19.273011445999146,19.502606630325317
setb4cc,19.489123821258545,18.882452964782715,19.539133310317993,19.495624542236328,19.632951259613037,19.67996835708618,19.403104305267334,19.663956880569458,19.538132905960083,19.83798885345459,19.3755943775177,19.321579217910767,19.61345148086548,19.28306818008423,19.53913402557373,19.605448484420776,19.42661213874817,18.967469930648804,19.280065774917603,19.489117860794067
setb4x,19.272289991378784,19.46835732460022,19.467358112335205,19.588380098342896,19.637391090393066,19.290798664093018,19.48585820198059,19.56387186050415,19.17826819419861,19.112223625183105,19.43784475326538,19.52582311630249,19.42429494857788,19.194225549697876,19.266243934631348,19.248241662979126,19.63634490966797,19.455305099487305,19.557828187942505,19.52031707763672
setb4xx,19.670461416244507,19.73698592185974,19.751986742019653,19.377883195877075,19.69245958328247,19.43489122390747,19.23933744430542,19.316861391067505,19.389378547668457,19.545424699783325,19.652950525283813,19.20776677131653,19.24078345298767,19.72641372680664,19.868462324142456,19.433340072631836,19.477851629257202,19.636894702911377,19.393326997756958,19.38632583618164
setb4xxx,19.568389654159546,19.85246253013611,19.57739233970642,19.382835388183594,19.24326515197754,19.456360578536987,19.46286630630493,19.889899492263794,19.69492197036743,19.621403217315674,19.69392204284668,19.648906707763672,19.429359197616577,19.08121681213379,19.739432096481323,19.97891402244568,19.108222246170044,19.543886423110962,19.59589433670044,19.560388803482056
setb4xy,19.76718282699585,19.915273427963257,19.817697525024414,19.730164527893066,19.535104751586914,19.775657415390015,19.71216106414795,19.761169910430908,19.803677082061768,19.629631996154785,19.679649353027344,19.71515679359436,19.6491379737854,19.951760053634644,19.603629112243652,19.924256086349487,20.12231183052063,19.620630979537964,19.71065354347229,19.55310845375061
setb4xyz,19.45272660255432,19.77480721473694,19.856820344924927,19.849820375442505,19.691287755966187,19.875324964523315,19.92633819580078,19.6667742729187,19.74229669570923,19.744296550750732,19.76480531692505,19.81831169128418,19.751299381256104,19.72629189491272,19.634268045425415,19.71228575706482,19.732794046401978,19.755303859710693,19.31217908859253,19.65077304840088
seti5c12,30.429889678955078,30.67373013496399,29.849387168884277,30.04243779182434,30.403374195098877,29.786867380142212,30.233316659927368,30.105459690093994,30.370864152908325,30.536410331726074,29.94341540336609,30.473900318145752,30.159475803375244,30.017926931381226,30.344351291656494,30.590429067611694,30.192476987838745,30.435881853103638,30.13396406173706,30.438881635665894
seti5cc,29.863264560699463,30.317907094955444,29.994287490844727,30.1543550491333,29.933271408081055,29.720212936401367,30.1983745098114,30.298397302627563,30.51043963432312,30.13535451889038,29.88776683807373,30.555455684661865,30.005298137664795,30.135355234146118,30.406490087509155,29.975285053253174,30.04931139945984,30.2048761844635,30.486435413360596,30.226384162902832
seti5x,29.9060218334198,29.810489416122437,30.562203645706177,30.009026050567627,30.36016058921814,30.117090225219727,30.34515953063965,30.256126642227173,29.771466970443726,30.504186391830444,30.27314567565918,30.008994817733765,29.79493522644043,30.169066667556763,30.7247097492218,30.3691246509552,30.25410008430481,30.196574449539185,30.286608457565308,30.353621244430542
seti5xx,30.308574438095093,30.150032997131348,30.233553886413574,30.742610931396484,30.644571542739868,30.35008144378662,30.297569751739502,30.818137645721436,30.463503122329712,30.526528358459473,30.445991277694702,30.400957345962524,30.56954526901245,30.547540426254272,30.47701644897461,30.36492609977722,30.80562710762024,30.45951533317566,30.14552140235901,30.551037549972534
seti5xxx,30.764511346817017,30.77301263809204,30.587978839874268,30.711004972457886,30.553961277008057,30.23083996772766,30.905054092407227,30.36037540435791,30.20732855796814,30.715997457504272,30.515427589416504,30.5664701461792,30.724998950958252,30.019275665283203,30.68449306488037,29.813716173171997,30.253843545913696,30.445902824401855,30.305349111557007,30.427897691726685
seti5xy,29.908042430877686,30.39316725730896,30.465204000473022,30.19161629676819,30.43618607521057,30.113592386245728,30.19062328338623,30.377673149108887,30.371660709381104,30.380164861679077,30.480711698532104,30.463708877563477,30.08708620071411,29.842485904693604,30.592740774154663,30.184114694595337,29.821974515914917,30.568233489990234,30.54223108291626,30.10759210586548
seti5xyz,30.174150705337524,30.61313557624817,30.732662200927734,30.558122634887695,30.615139961242676,30.483097314834595,30.899203777313232,30.800171613693237,30.168639183044434,30.59062695503235,30.676644325256348,30.6321382522583,30.285176515579224,30.48759388923645,29.956573963165283,30.32918381690979,30.105117797851562,30.881094932556152,29.97708249092102,30.262163639068604
